Evaluation,FeatureSetup,Purpose,RepresentationStage,Representation,ImbalanceStage,ClassBalance,Model,Threshold,MCC_mean,MCC_std,F1_mean,F1_std,Precision_mean,Precision_std,Accuracy_mean,Accuracy_std,Recall_mean,Recall_std,AUROC_mean,AUROC_std,AUPRC_mean,AUPRC_std
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,ExtraTrees,0.05,0.3195,0.0546,0.3145,0.0417,0.1979,0.0344,0.7701,0.0443,0.8011,0.1401,0.8723,0.0544,0.3999,0.0912
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,ExtraTrees,0.1,0.3492,0.0921,0.3685,0.0762,0.2623,0.0658,0.85,0.0409,0.6611,0.1791,0.8723,0.0544,0.3999,0.0912
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,ExtraTrees,0.15,0.3784,0.0971,0.4096,0.0856,0.3333,0.1089,0.8889,0.0314,0.5756,0.1392,0.8723,0.0544,0.3999,0.0912
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,ExtraTrees,0.2,0.3564,0.0991,0.3947,0.0865,0.3626,0.1346,0.9042,0.0251,0.4689,0.1191,0.8723,0.0544,0.3999,0.0912
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,ExtraTrees,0.25,0.3368,0.0619,0.3753,0.0531,0.3891,0.1109,0.9153,0.0185,0.3844,0.0618,0.8723,0.0544,0.3999,0.0912
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,ExtraTrees,0.3,0.3649,0.0852,0.3957,0.0791,0.4553,0.1188,0.9271,0.0161,0.3633,0.0788,0.8723,0.0544,0.3999,0.0912
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,ExtraTrees,0.35,0.3234,0.1574,0.351,0.1442,0.4403,0.1961,0.9278,0.018,0.2978,0.1226,0.8723,0.0544,0.3999,0.0912
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,ExtraTrees,0.4,0.3102,0.1473,0.331,0.1369,0.4502,0.184,0.9306,0.0143,0.2656,0.1148,0.8723,0.0544,0.3999,0.0912
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,ExtraTrees,0.45,0.3004,0.151,0.311,0.1425,0.47,0.1884,0.9333,0.0132,0.2356,0.115,0.8723,0.0544,0.3999,0.0912
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,ExtraTrees,0.5,0.2813,0.1607,0.2805,0.1488,0.47,0.2531,0.9354,0.0109,0.2022,0.1077,0.8723,0.0544,0.3999,0.0912
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,ExtraTrees,0.55,0.2681,0.1514,0.2515,0.1452,0.5,0.2324,0.9375,0.0087,0.1711,0.1072,0.8723,0.0544,0.3999,0.0912
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,ExtraTrees,0.6,0.2401,0.1795,0.2135,0.1655,0.4833,0.3162,0.9382,0.0095,0.1411,0.1189,0.8723,0.0544,0.3999,0.0912
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,ExtraTrees,0.65,0.139,0.175,0.1192,0.1509,0.325,0.3736,0.9354,0.0081,0.0767,0.1051,0.8723,0.0544,0.3999,0.0912
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,ExtraTrees,0.7,0.0708,0.1281,0.0564,0.0909,0.2,0.3496,0.934,0.0059,0.0333,0.0537,0.8723,0.0544,0.3999,0.0912
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,ExtraTrees,0.75,0.0472,0.1202,0.0382,0.0806,0.15,0.3375,0.9333,0.0059,0.0222,0.0468,0.8723,0.0544,0.3999,0.0912
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,ExtraTrees,0.8,-0.0044,0.0094,0.0,0.0,0.0,0.0,0.9333,0.0049,0.0,0.0,0.8723,0.0544,0.3999,0.0912
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,ExtraTrees,0.85,-0.0023,0.0072,0.0,0.0,0.0,0.0,0.934,0.0049,0.0,0.0,0.8723,0.0544,0.3999,0.0912
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,ExtraTrees,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.0036,0.0,0.0,0.8723,0.0544,0.3999,0.0912
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,HistGradientBoosting,0.05,0.3314,0.0872,0.3705,0.0814,0.3585,0.1031,0.9069,0.0272,0.4167,0.1238,0.8371,0.0541,0.3636,0.1011
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,HistGradientBoosting,0.1,0.2802,0.0854,0.3178,0.0881,0.3442,0.0914,0.9125,0.0191,0.3211,0.1161,0.8371,0.0541,0.3636,0.1011
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,HistGradientBoosting,0.15,0.2462,0.0935,0.2795,0.0916,0.3401,0.1157,0.916,0.0181,0.2567,0.1065,0.8371,0.0541,0.3636,0.1011
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,HistGradientBoosting,0.2,0.2594,0.0873,0.2861,0.0909,0.3729,0.0953,0.9229,0.0111,0.2467,0.1067,0.8371,0.0541,0.3636,0.1011
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,HistGradientBoosting,0.25,0.2589,0.1079,0.2815,0.1097,0.385,0.1209,0.925,0.0122,0.2356,0.115,0.8371,0.0541,0.3636,0.1011
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,HistGradientBoosting,0.3,0.2663,0.1311,0.2812,0.1274,0.4185,0.1691,0.9278,0.0136,0.2256,0.1225,0.8371,0.0541,0.3636,0.1011
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,HistGradientBoosting,0.35,0.268,0.1272,0.2769,0.1256,0.44,0.166,0.9299,0.012,0.2144,0.1165,0.8371,0.0541,0.3636,0.1011
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,HistGradientBoosting,0.4,0.276,0.1383,0.2827,0.1347,0.4567,0.1773,0.9312,0.0133,0.2144,0.1165,0.8371,0.0541,0.3636,0.1011
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,HistGradientBoosting,0.45,0.2562,0.1543,0.2609,0.1488,0.44,0.1957,0.9312,0.0133,0.1933,0.1253,0.8371,0.0541,0.3636,0.1011
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,HistGradientBoosting,0.5,0.2751,0.1677,0.2703,0.1591,0.49,0.2209,0.934,0.0144,0.1933,0.1253,0.8371,0.0541,0.3636,0.1011
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,HistGradientBoosting,0.55,0.2751,0.1677,0.2703,0.1591,0.49,0.2209,0.934,0.0144,0.1933,0.1253,0.8371,0.0541,0.3636,0.1011
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,HistGradientBoosting,0.6,0.2783,0.1649,0.2716,0.1581,0.4983,0.2122,0.9347,0.014,0.1933,0.1253,0.8371,0.0541,0.3636,0.1011
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,HistGradientBoosting,0.65,0.2771,0.1377,0.264,0.1343,0.515,0.1759,0.9361,0.0097,0.1822,0.1036,0.8371,0.0541,0.3636,0.1011
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,HistGradientBoosting,0.7,0.2894,0.1612,0.2556,0.1537,0.6083,0.3069,0.9382,0.0106,0.1722,0.1164,0.8371,0.0541,0.3636,0.1011
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,HistGradientBoosting,0.75,0.2955,0.1554,0.2571,0.1528,0.625,0.2946,0.9396,0.0087,0.1722,0.1164,0.8371,0.0541,0.3636,0.1011
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,HistGradientBoosting,0.8,0.2657,0.1654,0.2181,0.1465,0.625,0.3711,0.9389,0.0079,0.14,0.1047,0.8371,0.0541,0.3636,0.1011
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,HistGradientBoosting,0.85,0.2351,0.1844,0.2,0.162,0.525,0.3929,0.9382,0.0083,0.13,0.1133,0.8371,0.0541,0.3636,0.1011
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,HistGradientBoosting,0.9,0.2169,0.1775,0.1725,0.1492,0.5417,0.4181,0.9375,0.0087,0.1089,0.1049,0.8371,0.0541,0.3636,0.1011
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,KernelSVM,0.05,0.1938,0.0491,0.1928,0.0204,0.1077,0.0121,0.4903,0.0633,0.9278,0.0984,0.8371,0.0631,0.3749,0.0753
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,KernelSVM,0.1,0.3191,0.0957,0.3524,0.0887,0.4109,0.1199,0.9229,0.0168,0.32,0.0895,0.8371,0.0631,0.3749,0.0753
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,KernelSVM,0.15,0.334,0.1145,0.3144,0.1163,0.5988,0.1836,0.9389,0.0079,0.2244,0.1049,0.8371,0.0631,0.3749,0.0753
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,KernelSVM,0.2,0.3357,0.1607,0.3048,0.1505,0.6417,0.3241,0.9403,0.0088,0.2144,0.1215,0.8371,0.0631,0.3749,0.0753
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,KernelSVM,0.25,0.3357,0.1607,0.3048,0.1505,0.6417,0.3241,0.9403,0.0088,0.2144,0.1215,0.8371,0.0631,0.3749,0.0753
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,KernelSVM,0.3,0.3357,0.1607,0.3048,0.1505,0.6417,0.3241,0.9403,0.0088,0.2144,0.1215,0.8371,0.0631,0.3749,0.0753
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,KernelSVM,0.35,0.3147,0.1444,0.282,0.1273,0.6267,0.322,0.9389,0.0079,0.1933,0.0984,0.8371,0.0631,0.3749,0.0753
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,KernelSVM,0.4,0.2559,0.1552,0.2305,0.1489,0.5267,0.3474,0.9368,0.0061,0.1611,0.1164,0.8371,0.0631,0.3749,0.0753
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,KernelSVM,0.45,0.2297,0.1782,0.2151,0.1695,0.4367,0.3437,0.9368,0.0069,0.1511,0.1262,0.8371,0.0631,0.3749,0.0753
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,KernelSVM,0.5,0.2039,0.1656,0.189,0.1522,0.41,0.34,0.9354,0.0066,0.1289,0.1089,0.8371,0.0631,0.3749,0.0753
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,KernelSVM,0.55,0.1954,0.1707,0.1777,0.1515,0.4083,0.3524,0.9354,0.0074,0.1178,0.1039,0.8371,0.0631,0.3749,0.0753
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,KernelSVM,0.6,0.1844,0.1552,0.1656,0.1329,0.4,0.3443,0.9347,0.0067,0.1078,0.088,0.8371,0.0631,0.3749,0.0753
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,KernelSVM,0.65,0.1753,0.1459,0.153,0.1236,0.4,0.3352,0.9347,0.0067,0.0978,0.0818,0.8371,0.0631,0.3749,0.0753
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,KernelSVM,0.7,0.1389,0.1388,0.1197,0.1142,0.3333,0.3425,0.934,0.0059,0.0756,0.074,0.8371,0.0631,0.3749,0.0753
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,KernelSVM,0.75,0.0625,0.1263,0.053,0.0855,0.2,0.3496,0.9319,0.0055,0.0311,0.0502,0.8371,0.0631,0.3749,0.0753
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,KernelSVM,0.8,0.0362,0.0911,0.0348,0.0736,0.1,0.2108,0.9326,0.0057,0.0211,0.0446,0.8371,0.0631,0.3749,0.0753
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,KernelSVM,0.85,0.0471,0.1176,0.0367,0.0777,0.15,0.3375,0.9333,0.0067,0.0211,0.0446,0.8371,0.0631,0.3749,0.0753
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,KernelSVM,0.9,0.0502,0.1158,0.0367,0.0777,0.15,0.3375,0.9347,0.0059,0.0211,0.0446,0.8371,0.0631,0.3749,0.0753
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LightGBM,0.05,0.29,0.0932,0.3203,0.0942,0.3947,0.092,0.9257,0.0081,0.2756,0.0999,0.8301,0.0631,0.3751,0.1256
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LightGBM,0.1,0.3012,0.1161,0.3229,0.1173,0.4317,0.1233,0.9299,0.0101,0.2656,0.1125,0.8301,0.0631,0.3751,0.1256
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LightGBM,0.15,0.3128,0.1167,0.3183,0.1247,0.5025,0.2144,0.9326,0.0093,0.2544,0.1223,0.8301,0.0631,0.3751,0.1256
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LightGBM,0.2,0.2953,0.1555,0.2991,0.1558,0.4817,0.266,0.934,0.0088,0.2344,0.1384,0.8301,0.0631,0.3751,0.1256
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LightGBM,0.25,0.2763,0.1508,0.2778,0.1505,0.4683,0.2646,0.9333,0.0082,0.2144,0.1343,0.8301,0.0631,0.3751,0.1256
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LightGBM,0.3,0.2617,0.1568,0.2583,0.1524,0.4667,0.2768,0.9333,0.0094,0.1944,0.135,0.8301,0.0631,0.3751,0.1256
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LightGBM,0.35,0.2492,0.1875,0.2462,0.175,0.4483,0.3247,0.9333,0.0114,0.1844,0.146,0.8301,0.0631,0.3751,0.1256
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LightGBM,0.4,0.2529,0.1919,0.2491,0.1794,0.4555,0.3267,0.934,0.0119,0.1844,0.146,0.8301,0.0631,0.3751,0.1256
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LightGBM,0.45,0.2529,0.1919,0.2491,0.1794,0.4555,0.3267,0.934,0.0119,0.1844,0.146,0.8301,0.0631,0.3751,0.1256
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LightGBM,0.5,0.2499,0.2049,0.2418,0.1881,0.4667,0.3452,0.9347,0.0136,0.1733,0.1471,0.8301,0.0631,0.3751,0.1256
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LightGBM,0.55,0.2541,0.2016,0.2431,0.1875,0.475,0.3403,0.9361,0.0122,0.1733,0.1471,0.8301,0.0631,0.3751,0.1256
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LightGBM,0.6,0.2598,0.2106,0.2469,0.1943,0.4883,0.3511,0.9368,0.0133,0.1733,0.1471,0.8301,0.0631,0.3751,0.1256
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LightGBM,0.65,0.2598,0.2106,0.2469,0.1943,0.4883,0.3511,0.9368,0.0133,0.1733,0.1471,0.8301,0.0631,0.3751,0.1256
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LightGBM,0.7,0.2621,0.2073,0.2469,0.1943,0.4883,0.3511,0.9375,0.0127,0.1733,0.1471,0.8301,0.0631,0.3751,0.1256
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LightGBM,0.75,0.2487,0.22,0.2254,0.1941,0.5,0.3987,0.9375,0.0131,0.1511,0.1366,0.8301,0.0631,0.3751,0.1256
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LightGBM,0.8,0.2642,0.2178,0.2282,0.1931,0.5667,0.4227,0.9389,0.0122,0.1511,0.1366,0.8301,0.0631,0.3751,0.1256
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LightGBM,0.85,0.2649,0.2168,0.2282,0.1931,0.5667,0.4227,0.9396,0.0109,0.1511,0.1366,0.8301,0.0631,0.3751,0.1256
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LightGBM,0.9,0.2649,0.2168,0.2282,0.1931,0.5667,0.4227,0.9396,0.0109,0.1511,0.1366,0.8301,0.0631,0.3751,0.1256
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LogisticRegression,0.05,0.253,0.0658,0.2731,0.0484,0.1716,0.0329,0.7618,0.0375,0.68,0.1116,0.8361,0.0617,0.3749,0.1473
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LogisticRegression,0.1,0.2709,0.1073,0.3077,0.0917,0.2175,0.0723,0.8361,0.0433,0.55,0.1657,0.8361,0.0617,0.3749,0.1473
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LogisticRegression,0.15,0.2879,0.1538,0.3328,0.1386,0.2647,0.1303,0.8715,0.0396,0.4744,0.1747,0.8361,0.0617,0.3749,0.1473
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LogisticRegression,0.2,0.3072,0.1214,0.3506,0.1103,0.3151,0.1231,0.8965,0.0284,0.4244,0.1469,0.8361,0.0617,0.3749,0.1473
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LogisticRegression,0.25,0.2863,0.117,0.3306,0.1078,0.3214,0.1219,0.9049,0.0236,0.3611,0.1344,0.8361,0.0617,0.3749,0.1473
CV,decision_c7_b4,thresholded_decision,C7,C7_morgan_chemberta,B4,False,LogisticRegression,0.3,0.3027,0.1384,0.3435,0.1258,0.363,0.1606,0.9146,0.0212,0.34,0.1289,0.8361,0.0617,0.3749,0.1473
