MCC,F1,Precision,Accuracy,Recall,AUROC,AUPRC,RepresentationStage,Representation,ImbalanceStage,ImbalanceMethod,Evaluation,Fold,Threshold,ClassWeight,HeldOutDrug
0.2010065066712914,0.16666666666666666,0.5,0.9305555555555556,0.1,0.882089552238806,0.41823334073334073,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,7,0.4,none,
0.30611483744878115,0.18181818181818182,1.0,0.9375,0.1,0.882089552238806,0.41823334073334073,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,7,0.45,none,
0.30611483744878115,0.18181818181818182,1.0,0.9375,0.1,0.882089552238806,0.41823334073334073,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,7,0.5,none,
0.30611483744878115,0.18181818181818182,1.0,0.9375,0.1,0.882089552238806,0.41823334073334073,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,7,0.55,none,
0.0,0.0,0.0,0.9305555555555556,0.0,0.882089552238806,0.41823334073334073,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,7,0.6,none,
0.0,0.0,0.0,0.9305555555555556,0.0,0.882089552238806,0.41823334073334073,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,7,0.65,none,
0.0,0.0,0.0,0.9305555555555556,0.0,0.882089552238806,0.41823334073334073,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,7,0.7,none,
0.0,0.0,0.0,0.9305555555555556,0.0,0.882089552238806,0.41823334073334073,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,7,0.75,none,
0.0,0.0,0.0,0.9305555555555556,0.0,0.882089552238806,0.41823334073334073,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,7,0.8,none,
0.0,0.0,0.0,0.9305555555555556,0.0,0.882089552238806,0.41823334073334073,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,7,0.85,none,
0.0,0.0,0.0,0.9305555555555556,0.0,0.882089552238806,0.41823334073334073,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,7,0.9,none,
0.46424388855395987,0.47058823529411764,0.3333333333333333,0.875,0.8,0.9242537313432836,0.5788710811884394,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,8,0.05,none,
0.43566760954221007,0.47619047619047616,0.45454545454545453,0.9236111111111112,0.5,0.9242537313432836,0.5788710811884394,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,8,0.1,none,
0.410785239182794,0.4444444444444444,0.5,0.9305555555555556,0.4,0.9242537313432836,0.5788710811884394,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,8,0.15,none,
0.489871455413899,0.5,0.6666666666666666,0.9444444444444444,0.4,0.9242537313432836,0.5788710811884394,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,8,0.2,none,
0.45252195460881794,0.42857142857142855,0.75,0.9444444444444444,0.3,0.9242537313432836,0.5788710811884394,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,8,0.25,none,
0.45252195460881794,0.42857142857142855,0.75,0.9444444444444444,0.3,0.9242537313432836,0.5788710811884394,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,8,0.3,none,
0.45252195460881794,0.42857142857142855,0.75,0.9444444444444444,0.3,0.9242537313432836,0.5788710811884394,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,8,0.35,none,
0.3426866003587208,0.3076923076923077,0.6666666666666666,0.9375,0.2,0.9242537313432836,0.5788710811884394,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,8,0.4,none,
0.3426866003587208,0.3076923076923077,0.6666666666666666,0.9375,0.2,0.9242537313432836,0.5788710811884394,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,8,0.45,none,
0.3426866003587208,0.3076923076923077,0.6666666666666666,0.9375,0.2,0.9242537313432836,0.5788710811884394,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,8,0.5,none,
0.30611483744878115,0.18181818181818182,1.0,0.9375,0.1,0.9242537313432836,0.5788710811884394,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,8,0.55,none,
0.30611483744878115,0.18181818181818182,1.0,0.9375,0.1,0.9242537313432836,0.5788710811884394,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,8,0.6,none,
0.0,0.0,0.0,0.9305555555555556,0.0,0.9242537313432836,0.5788710811884394,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,8,0.65,none,
0.0,0.0,0.0,0.9305555555555556,0.0,0.9242537313432836,0.5788710811884394,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,8,0.7,none,
0.0,0.0,0.0,0.9305555555555556,0.0,0.9242537313432836,0.5788710811884394,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,8,0.75,none,
0.0,0.0,0.0,0.9305555555555556,0.0,0.9242537313432836,0.5788710811884394,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,8,0.8,none,
0.0,0.0,0.0,0.9305555555555556,0.0,0.9242537313432836,0.5788710811884394,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,8,0.85,none,
0.0,0.0,0.0,0.9305555555555556,0.0,0.9242537313432836,0.5788710811884394,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,8,0.9,none,
