MCC,F1,Precision,Accuracy,Recall,AUROC,AUPRC,Stage,Method,Evaluation,Fold,Threshold,ClassWeight,Sampler,ThresholdMode,HeldOutDrug
0.6381991713220434,0.6666666666666666,0.625,0.9444444444444444,0.7142857142857143,0.9561101549053357,0.7612815755672897,A0,A0_no_imbalance,LOGO,9,0.2,none,none,fixed,Lumefantrine
0.5191151312382635,0.4444444444444444,1.0,0.9444444444444444,0.2857142857142857,0.9561101549053357,0.7612815755672897,A0,A0_no_imbalance,LOGO,9,0.5,none,none,fixed,Lumefantrine
0.19025295692965058,0.16666666666666666,0.6666666666666666,0.7777777777777778,0.09523809523809523,0.5948930296756383,0.3384157967007862,A0,A0_no_imbalance,LOGO,10,0.2,none,none,fixed,Nelfinavir
0.27326786250001056,0.17391304347826086,1.0,0.7888888888888889,0.09523809523809523,0.5948930296756383,0.3384157967007862,A0,A0_no_imbalance,LOGO,10,0.5,none,none,fixed,Nelfinavir
-0.036563621206356534,0.0,0.0,0.9222222222222223,0.0,0.8153409090909091,0.08116883116883117,A0,A0_no_imbalance,LOGO,11,0.2,none,none,fixed,Physcion
-0.022727272727272728,0.0,0.0,0.9555555555555556,0.0,0.8153409090909091,0.08116883116883117,A0,A0_no_imbalance,LOGO,11,0.5,none,none,fixed,Physcion
0.0,0.0,0.0,0.9555555555555556,0.0,,,A0,A0_no_imbalance,LOGO,12,0.2,none,none,fixed,Pranlukast
0.0,0.0,0.0,0.9777777777777777,0.0,,,A0,A0_no_imbalance,LOGO,12,0.5,none,none,fixed,Pranlukast
0.5570860145311556,0.5,0.3333333333333333,0.9333333333333333,1.0,1.0,1.0,A0,A0_no_imbalance,LOGO,13,0.2,none,none,fixed,Rapamycin
0.8118441408859887,0.8,1.0,0.9888888888888889,0.6666666666666666,1.0,1.0,A0,A0_no_imbalance,LOGO,13,0.5,none,none,fixed,Rapamycin
0.2857142857142857,0.3333333333333333,0.3333333333333333,0.9111111111111111,0.3333333333333333,0.7797619047619048,0.4327020202020202,A0,A0_no_imbalance,LOGO,14,0.2,none,none,fixed,Rilpivirine
0.39661488976905146,0.2857142857142857,1.0,0.9444444444444444,0.16666666666666666,0.7797619047619048,0.4327020202020202,A0,A0_no_imbalance,LOGO,14,0.5,none,none,fixed,Rilpivirine
0.594515160329885,0.5454545454545454,1.0,0.9444444444444444,0.375,0.8285060975609756,0.6288465007215007,A0,A0_no_imbalance,LOGO,15,0.2,none,none,fixed,Sorafenib
0.339364905854808,0.2222222222222222,1.0,0.9222222222222223,0.125,0.8285060975609756,0.6288465007215007,A0,A0_no_imbalance,LOGO,15,0.5,none,none,fixed,Sorafenib
0.339364905854808,0.2222222222222222,0.125,0.9222222222222223,1.0,0.9887640449438202,0.5,A0,A0_no_imbalance,LOGO,16,0.2,none,none,fixed,Taxol
0.7031230493106524,0.6666666666666666,0.5,0.9888888888888889,1.0,0.9887640449438202,0.5,A0,A0_no_imbalance,LOGO,16,0.5,none,none,fixed,Taxol
0.3808866325636431,0.42105263157894735,0.4,0.9236111111111112,0.4444444444444444,0.8979423868312757,0.4298090798090798,B1,B1_class_weight,CV,1,0.2,balanced,none,fixed,
0.21449799456256347,0.18181818181818182,0.5,0.9375,0.1111111111111111,0.8979423868312757,0.4298090798090798,B1,B1_class_weight,CV,1,0.5,balanced,none,fixed,
0.23354968324845687,0.2857142857142857,0.25,0.8958333333333334,0.3333333333333333,0.7650205761316873,0.3017469570802046,B1,B1_class_weight,CV,2,0.2,balanced,none,fixed,
0.32387513781564786,0.2,1.0,0.9444444444444444,0.1111111111111111,0.7650205761316873,0.3017469570802046,B1,B1_class_weight,CV,2,0.5,balanced,none,fixed,
