DRUG,EXCIPIENT,SOURCE,PROBABILITY
Nelfinavir,Sacubitril,APPROVED_DRUGBANK,0.326
Nelfinavir,Stanozolol,APPROVED_DRUGBANK,0.326
Nelfinavir,Varenicline,APPROVED_DRUGBANK,0.326
Nelfinavir,Zotepine,APPROVED_DRUGBANK,0.326
Nonoxynol-9,Azilsartan medoxomil,APPROVED_DRUGBANK,0.326
Pamidronate,Deoxycholic Acid,APPROVED_DRUGBANK,0.326
Pamidronate,Desoxycholic_acid,GRAS_IIG,0.326
Parecoxib,Azilsartan medoxomil,APPROVED_DRUGBANK,0.326
Pemetrexed,Azilsartan medoxomil,APPROVED_DRUGBANK,0.326
Piperonyl butoxide,Azilsartan medoxomil,APPROVED_DRUGBANK,0.326
Polidocanol,Vitamin A,APPROVED_DRUGBANK,0.326
Polidocanol,Vitamin_A,GRAS_IIG,0.326
Potassium Chloride,Vitamin A,APPROVED_DRUGBANK,0.326
Potassium Chloride,Vitamin_A,GRAS_IIG,0.326
Prussian blue,Vitamin A,APPROVED_DRUGBANK,0.326
Prussian blue,Vitamin_A,GRAS_IIG,0.326
Quinupristin,Vitamin_A_palmitate,GRAS_IIG,0.326
Roflumilast,Azilsartan medoxomil,APPROVED_DRUGBANK,0.326
Sapropterin,Glycocholic_acid,GRAS_IIG,0.326
Sevelamer,Taurocholic_acid,GRAS_IIG,0.326
Sodium Chloride,Vitamin A,APPROVED_DRUGBANK,0.326
Sodium Chloride,Vitamin_A,GRAS_IIG,0.326
Spironolactone,Vitamin_A_acetate,GRAS_IIG,0.326
Streptomycin,Azilsartan medoxomil,APPROVED_DRUGBANK,0.326
Sulconazole,Ciclesonide,APPROVED_DRUGBANK,0.326
Sulconazole,Vitamin_A_palmitate,GRAS_IIG,0.326
Technetium Tc-99m Medronate,Carotene_(beta-carotene),GRAS_IIG,0.326
Technetium Tc-99m sestamibi,Deoxycholic Acid,APPROVED_DRUGBANK,0.326
Technetium Tc-99m sestamibi,Desoxycholic_acid,GRAS_IIG,0.326
Terbinafine,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.326
Thimerosal,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.326
Thiothixene,Azilsartan medoxomil,APPROVED_DRUGBANK,0.326
Tolnaftate,Taurocholic_acid,GRAS_IIG,0.326
Trametinib,Azilsartan medoxomil,APPROVED_DRUGBANK,0.326
Trazodone,Taurocholic_acid,GRAS_IIG,0.326
Trichlormethiazide,Vitamin_A_acetate,GRAS_IIG,0.326
Trihexyphenidyl,Azilsartan medoxomil,APPROVED_DRUGBANK,0.326
Vitamin E,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.326
Abiraterone,Vitamin_A_acetate,GRAS_IIG,0.324
Alendronic acid,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.324
Allylestrenol,Deoxycholic Acid,APPROVED_DRUGBANK,0.324
Allylestrenol,Desoxycholic_acid,GRAS_IIG,0.324
Alpha-Linolenic Acid,Taurocholic_acid,GRAS_IIG,0.324
Alprazolam,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.324
Aluminium,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.324
Aminophylline,Vitamin_A_acetate,GRAS_IIG,0.324
Atovaquone,Bopindolol,APPROVED_DRUGBANK,0.324
Atovaquone,Duloxetine,APPROVED_DRUGBANK,0.324
Atovaquone,Nandrolone decanoate,APPROVED_DRUGBANK,0.324
Atovaquone,Tetracaine,APPROVED_DRUGBANK,0.324
Bacitracin,Candesartan,APPROVED_DRUGBANK,0.324
Balsalazide,Vitamin_A_acetate,GRAS_IIG,0.324
Barnidipine,Azilsartan medoxomil,APPROVED_DRUGBANK,0.324
Bentoquatam,Vitamin A,APPROVED_DRUGBANK,0.324
Bentoquatam,Vitamin_A,GRAS_IIG,0.324
Bromhexine,Deoxycholic Acid,APPROVED_DRUGBANK,0.324
Bromhexine,Desoxycholic_acid,GRAS_IIG,0.324
Bromhexine,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.324
Bromodiphenhydramine,Azilsartan medoxomil,APPROVED_DRUGBANK,0.324
Buspirone,Azilsartan medoxomil,APPROVED_DRUGBANK,0.324
Calcium carbonate,Vitamin A,APPROVED_DRUGBANK,0.324
Calcium carbonate,Vitamin_A,GRAS_IIG,0.324
Carprofen,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.324
Cefotaxime,Azilsartan medoxomil,APPROVED_DRUGBANK,0.324
Ceftaroline fosamil,Vitamin_A_palmitate,GRAS_IIG,0.324
Ceftizoxime,Azilsartan medoxomil,APPROVED_DRUGBANK,0.324
Celecoxib,Deoxycholic Acid,APPROVED_DRUGBANK,0.324
Celecoxib,Desoxycholic_acid,GRAS_IIG,0.324
Cholic Acid,Taurocholic_acid,GRAS_IIG,0.324
Clevidipine,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.324
Clobazam,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.324
Clomipramine,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.324
Clotiazepam,Azilsartan medoxomil,APPROVED_DRUGBANK,0.324
Clotrimazole,Azilsartan medoxomil,APPROVED_DRUGBANK,0.324
Cobicistat,Indomethacin,APPROVED_DRUGBANK,0.324
Cyproheptadine,Taurocholic_acid,GRAS_IIG,0.324
Deferoxamine,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.324
Degarelix,Vitamin_A_palmitate,GRAS_IIG,0.324
Demeclocycline,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.324
Desloratadine,Vitamin_A_acetate,GRAS_IIG,0.324
Dextropropoxyphene,Azilsartan medoxomil,APPROVED_DRUGBANK,0.324
Diazepam,Taurocholic_acid,GRAS_IIG,0.324
Diclofenac,Taurocholic_acid,GRAS_IIG,0.324
Dienestrol,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.324
Diethylstilbestrol,Vitamin A,APPROVED_DRUGBANK,0.324
Diethylstilbestrol,Vitamin_A,GRAS_IIG,0.324
Diiodohydroxyquinoline,Deoxycholic Acid,APPROVED_DRUGBANK,0.324
Diiodohydroxyquinoline,Desoxycholic_acid,GRAS_IIG,0.324
Disulfiram,Vitamin A,APPROVED_DRUGBANK,0.324
Disulfiram,Vitamin_A,GRAS_IIG,0.324
Duloxetine,Glycocholic_acid,GRAS_IIG,0.324
Dydrogesterone,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.324
Ecabet,Deoxycholic Acid,APPROVED_DRUGBANK,0.324
Ecabet,Desoxycholic_acid,GRAS_IIG,0.324
Efonidipine,Candesartan,APPROVED_DRUGBANK,0.324
Eprosartan,Glycocholic_acid,GRAS_IIG,0.324
Exemestane,Carotene_(beta-carotene),GRAS_IIG,0.324
Ezogabine,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.324
Fenofibrate,Vitamin_A_acetate,GRAS_IIG,0.324
Ferric Citrate,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.324
Florbetaben (18F),Vitamin_A_acetate,GRAS_IIG,0.324
Flurandrenolide,Azilsartan medoxomil,APPROVED_DRUGBANK,0.324
Fluticasone Propionate,Azilsartan medoxomil,APPROVED_DRUGBANK,0.324
Fluticasone Propionate,Vitamin_A_acetate,GRAS_IIG,0.324
Fondaparinux sodium,Vitamin_A_palmitate,GRAS_IIG,0.324
Gadopentetate dimeglumine,Taurocholic_acid,GRAS_IIG,0.324
Ibutilide,Taurocholic_acid,GRAS_IIG,0.324
Imatinib,Azilsartan medoxomil,APPROVED_DRUGBANK,0.324
Iopodic acid,Vitamin_A_acetate,GRAS_IIG,0.324
Isavuconazonium,Vitamin_A_palmitate,GRAS_IIG,0.324
Lanreotide,Vitamin_A_palmitate,GRAS_IIG,0.324
Lanthanum carbonate,Deoxycholic Acid,APPROVED_DRUGBANK,0.324
Lanthanum carbonate,Desoxycholic_acid,GRAS_IIG,0.324
Levoleucovorin,Azilsartan medoxomil,APPROVED_DRUGBANK,0.324
Levopropoxyphene,Azilsartan medoxomil,APPROVED_DRUGBANK,0.324
Lindane,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.324
Liothyronine,Azilsartan medoxomil,APPROVED_DRUGBANK,0.324
Lodoxamide,Taurocholic_acid,GRAS_IIG,0.324
Lorpiprazole,Azilsartan medoxomil,APPROVED_DRUGBANK,0.324
Mangafodipir,Deoxycholic Acid,APPROVED_DRUGBANK,0.324
Mangafodipir,Desoxycholic_acid,GRAS_IIG,0.324
Mangafodipir,Vitamin A,APPROVED_DRUGBANK,0.324
Mangafodipir,Vitamin_A,GRAS_IIG,0.324
Maprotiline,Deoxycholic Acid,APPROVED_DRUGBANK,0.324
Maprotiline,Desoxycholic_acid,GRAS_IIG,0.324
Mefloquine,Deoxycholic Acid,APPROVED_DRUGBANK,0.324
Mefloquine,Desoxycholic_acid,GRAS_IIG,0.324
Moricizine,Azilsartan medoxomil,APPROVED_DRUGBANK,0.324
Nafarelin,Candesartan,APPROVED_DRUGBANK,0.324
Nelfinavir,Alfuzosin,APPROVED_DRUGBANK,0.324
Nelfinavir,Amoxicillin,APPROVED_DRUGBANK,0.324
Nelfinavir,Busulfan,APPROVED_DRUGBANK,0.324
Nelfinavir,Calcium_pyrophosphate,GRAS_IIG,0.324
Nelfinavir,Cephalexin,APPROVED_DRUGBANK,0.324
Nelfinavir,Citalopram,APPROVED_DRUGBANK,0.324
Nelfinavir,D&C_RED_NO._30,GRAS_IIG,0.324
Nelfinavir,Desloratadine,APPROVED_DRUGBANK,0.324
Nelfinavir,ETHYL_MALTOL,GRAS_IIG,0.324
Nelfinavir,Escitalopram,APPROVED_DRUGBANK,0.324
Nelfinavir,Flumazenil,APPROVED_DRUGBANK,0.324
Nelfinavir,Fluorouracil,APPROVED_DRUGBANK,0.324
Nelfinavir,Isoconazole,APPROVED_DRUGBANK,0.324
Nelfinavir,Letrozole,APPROVED_DRUGBANK,0.324
Nelfinavir,Lopinavir,APPROVED_DRUGBANK,0.324
Nelfinavir,Olmesartan,APPROVED_DRUGBANK,0.324
Nelfinavir,Propantheline,APPROVED_DRUGBANK,0.324
Nelfinavir,Sertindole,APPROVED_DRUGBANK,0.324
Nelfinavir,Setiptiline,APPROVED_DRUGBANK,0.324
Olopatadine,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.324
Perospirone,Azilsartan medoxomil,APPROVED_DRUGBANK,0.324
Phosphatidyl serine,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.324
Polidocanol,Azilsartan medoxomil,APPROVED_DRUGBANK,0.324
Potassium Citrate,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.324
Prednicarbate,Glycocholic_acid,GRAS_IIG,0.324
Propofol,Deoxycholic Acid,APPROVED_DRUGBANK,0.324
Propofol,Desoxycholic_acid,GRAS_IIG,0.324
Pyrvinium,Glycocholic_acid,GRAS_IIG,0.324
Rescinnamine,Vitamin_A_palmitate,GRAS_IIG,0.324
Rolapitant,Vitamin_A_acetate,GRAS_IIG,0.324
Silodosin,Vitamin_A_palmitate,GRAS_IIG,0.324
Sodium Citrate,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.324
Sodium Nitrite,Carotene_(beta-carotene),GRAS_IIG,0.324
Sodium bicarbonate,Deoxycholic Acid,APPROVED_DRUGBANK,0.324
Sodium bicarbonate,Desoxycholic_acid,GRAS_IIG,0.324
Sodium bicarbonate,Taurocholic_acid,GRAS_IIG,0.324
Sodium lauryl sulfate,Carotene_(beta-carotene),GRAS_IIG,0.324
Sodium lauryl sulfate,Vitamin A,APPROVED_DRUGBANK,0.324
Sodium lauryl sulfate,Vitamin_A,GRAS_IIG,0.324
Tamibarotene,Deoxycholic Acid,APPROVED_DRUGBANK,0.324
Tamibarotene,Desoxycholic_acid,GRAS_IIG,0.324
Technetium Tc-99m sodium pertechnetate,Carotene_(beta-carotene),GRAS_IIG,0.324
Testosterone Propionate,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.324
Thallous Chloride,Vitamin A,APPROVED_DRUGBANK,0.324
Thallous Chloride,Vitamin_A,GRAS_IIG,0.324
Ticlopidine,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.324
Tolterodine,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.324
Valsartan,Glycocholic_acid,GRAS_IIG,0.324
Vancomycin,Candesartan,APPROVED_DRUGBANK,0.324
Xanthophyll,Deoxycholic Acid,APPROVED_DRUGBANK,0.324
Xanthophyll,Desoxycholic_acid,GRAS_IIG,0.324
Zolpidem,Vitamin A,APPROVED_DRUGBANK,0.324
Zolpidem,Vitamin_A,GRAS_IIG,0.324
Adenosine triphosphate,Azilsartan medoxomil,APPROVED_DRUGBANK,0.322
Alverine,Vitamin_A_acetate,GRAS_IIG,0.322
Amikacin,Glycocholic_acid,GRAS_IIG,0.322
Aripiprazole,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.322
Atovaquone,Vincristine,APPROVED_DRUGBANK,0.322
Azithromycin,Glycocholic_acid,GRAS_IIG,0.322
Balsalazide,Glycocholic_acid,GRAS_IIG,0.322
Brotizolam,Azilsartan medoxomil,APPROVED_DRUGBANK,0.322
Buspirone,Glycocholic_acid,GRAS_IIG,0.322
Cabergoline,Deoxycholic Acid,APPROVED_DRUGBANK,0.322
Cabergoline,Desoxycholic_acid,GRAS_IIG,0.322
Calcium Acetate,Losartan,APPROVED_DRUGBANK,0.322
Calcium carbimide,Carotene_(beta-carotene),GRAS_IIG,0.322
Cangrelor,Vitamin_A_palmitate,GRAS_IIG,0.322
Carfilzomib,Indomethacin,APPROVED_DRUGBANK,0.322
Carprofen,Vitamin_A_acetate,GRAS_IIG,0.322
Cefpodoxime,Vitamin_A_acetate,GRAS_IIG,0.322
Ceftibuten,Azilsartan medoxomil,APPROVED_DRUGBANK,0.322
Chlorhexidine,Taurocholic_acid,GRAS_IIG,0.322
Cholecalciferol,Taurocholic_acid,GRAS_IIG,0.322
Choline C 11,Vitamin A,APPROVED_DRUGBANK,0.322
Choline C 11,Vitamin_A,GRAS_IIG,0.322
Cinacalcet,Azilsartan medoxomil,APPROVED_DRUGBANK,0.322
Cinnarizine,Azilsartan medoxomil,APPROVED_DRUGBANK,0.322
Copper,Carotene_(beta-carotene),GRAS_IIG,0.322
Crizotinib,Azilsartan medoxomil,APPROVED_DRUGBANK,0.322
Dalfopristin,Azilsartan medoxomil,APPROVED_DRUGBANK,0.322
Dextrothyroxine,Vitamin_A_acetate,GRAS_IIG,0.322
Dienogest,Carotene_(beta-carotene),GRAS_IIG,0.322
Digitoxin,Azilsartan medoxomil,APPROVED_DRUGBANK,0.322
Dipyridamole,Vitamin A,APPROVED_DRUGBANK,0.322
Dipyridamole,Vitamin_A,GRAS_IIG,0.322
Domperidone,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.322
Domperidone,Taurocholic_acid,GRAS_IIG,0.322
Dosulepin,Vitamin_A_acetate,GRAS_IIG,0.322
Doxazosin,Vitamin_A_palmitate,GRAS_IIG,0.322
Doxercalciferol,Deoxycholic Acid,APPROVED_DRUGBANK,0.322
Doxercalciferol,Desoxycholic_acid,GRAS_IIG,0.322
Drospirenone,Azilsartan medoxomil,APPROVED_DRUGBANK,0.322
Drostanolone,Alitretinoin,APPROVED_DRUGBANK,0.322
Drostanolone,Isotretinoin,APPROVED_DRUGBANK,0.322
Drostanolone,Tretinoin,APPROVED_DRUGBANK,0.322
Eliglustat,Glycocholic_acid,GRAS_IIG,0.322
Ferric pyrophosphate,Alitretinoin,APPROVED_DRUGBANK,0.322
Ferric pyrophosphate,Isotretinoin,APPROVED_DRUGBANK,0.322
Ferric pyrophosphate,Tretinoin,APPROVED_DRUGBANK,0.322
Fidaxomicin,Indomethacin,APPROVED_DRUGBANK,0.322
Fluorometholone,Glycocholic_acid,GRAS_IIG,0.322
Gadopentetate dimeglumine,Azilsartan medoxomil,APPROVED_DRUGBANK,0.322
Gonadorelin,Candesartan,APPROVED_DRUGBANK,0.322
Goserelin,Indomethacin,APPROVED_DRUGBANK,0.322
Helium,Carotene_(beta-carotene),GRAS_IIG,0.322
Inulin,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.322
Ioxaglic acid,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.322
Iron,Carotene_(beta-carotene),GRAS_IIG,0.322
Isoaminile,Vitamin_A_acetate,GRAS_IIG,0.322
Lenvatinib,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.322
Levonordefrin,Deoxycholic Acid,APPROVED_DRUGBANK,0.322
Levonordefrin,Desoxycholic_acid,GRAS_IIG,0.322
Levothyroxine,Vitamin_A_acetate,GRAS_IIG,0.322
Lithium,Carotene_(beta-carotene),GRAS_IIG,0.322
Lorazepam,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.322
Lorpiprazole,Vitamin_A_acetate,GRAS_IIG,0.322
Loxapine,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.322
Luliconazole,Taurocholic_acid,GRAS_IIG,0.322
Macitentan,Azilsartan medoxomil,APPROVED_DRUGBANK,0.322
Magnesium hydroxide,Vitamin A,APPROVED_DRUGBANK,0.322
Magnesium hydroxide,Vitamin_A,GRAS_IIG,0.322
Manganese,Carotene_(beta-carotene),GRAS_IIG,0.322
Medrysone,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.322
Mequitazine,Taurocholic_acid,GRAS_IIG,0.322
Methacycline,Glycocholic_acid,GRAS_IIG,0.322
Methyl cellulose,Carotene_(beta-carotene),GRAS_IIG,0.322
Methyl cellulose,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.322
Miltefosine,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.322
Monopotassium phosphate,Alitretinoin,APPROVED_DRUGBANK,0.322
Monopotassium phosphate,Carotene_(beta-carotene),GRAS_IIG,0.322
Monopotassium phosphate,Isotretinoin,APPROVED_DRUGBANK,0.322
Monopotassium phosphate,Tretinoin,APPROVED_DRUGBANK,0.322
Nelfinavir,Alcaftadine,APPROVED_DRUGBANK,0.322
Nelfinavir,Chloropyramine,APPROVED_DRUGBANK,0.322
Nelfinavir,Estazolam,APPROVED_DRUGBANK,0.322
Nelfinavir,Ketotifen,APPROVED_DRUGBANK,0.322
Nelfinavir,Leflunomide,APPROVED_DRUGBANK,0.322
Nelfinavir,Medroxyprogesterone acetate,APPROVED_DRUGBANK,0.322
Nelfinavir,Metaxalone,APPROVED_DRUGBANK,0.322
Nelfinavir,Olodaterol,APPROVED_DRUGBANK,0.322
Nelfinavir,PENTADECALACTONE,GRAS_IIG,0.322
Nelfinavir,POLYGLACTIN,GRAS_IIG,0.322
Nelfinavir,Pheniramine,APPROVED_DRUGBANK,0.322
Nelfinavir,Pregabalin,APPROVED_DRUGBANK,0.322
Nelfinavir,Propofol,APPROVED_DRUGBANK,0.322
Nelfinavir,Ramelteon,APPROVED_DRUGBANK,0.322
Nelfinavir,Testolactone,APPROVED_DRUGBANK,0.322
Nelfinavir,Trimethobenzamide,APPROVED_DRUGBANK,0.322
Netilmicin,Vitamin_A_acetate,GRAS_IIG,0.322
Norelgestromin,Azilsartan medoxomil,APPROVED_DRUGBANK,0.322
Nystatin,Glycocholic_acid,GRAS_IIG,0.322
Orlistat,Azilsartan medoxomil,APPROVED_DRUGBANK,0.322
Paliperidone,Indomethacin,APPROVED_DRUGBANK,0.322
Pancuronium,Vitamin_A_acetate,GRAS_IIG,0.322
Paricalcitol,Deoxycholic Acid,APPROVED_DRUGBANK,0.322
Paricalcitol,Desoxycholic_acid,GRAS_IIG,0.322
Phenylbutazone,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.322
Phosphatidyl serine,Vitamin_A_acetate,GRAS_IIG,0.322
Phylloquinone,Azilsartan medoxomil,APPROVED_DRUGBANK,0.322
Phylloquinone,Vitamin_A_acetate,GRAS_IIG,0.322
Potassium Iodide,Carotene_(beta-carotene),GRAS_IIG,0.322
Probucol,Losartan,APPROVED_DRUGBANK,0.322
Probucol,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.322
Procaine benzylpenicillin,Vitamin_A_palmitate,GRAS_IIG,0.322
Progabide,Taurocholic_acid,GRAS_IIG,0.322
Propofol,Carotene_(beta-carotene),GRAS_IIG,0.322
Protriptyline,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.322
Pyrvinium,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.322
Raltitrexed,Azilsartan medoxomil,APPROVED_DRUGBANK,0.322
Ribostamycin,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.322
Rimonabant,Deoxycholic Acid,APPROVED_DRUGBANK,0.322
Rimonabant,Desoxycholic_acid,GRAS_IIG,0.322
Ritonavir,Vitamin_A_palmitate,GRAS_IIG,0.322
S-Adenosylmethionine,Azilsartan medoxomil,APPROVED_DRUGBANK,0.322
Saquinavir,Desipramine,APPROVED_DRUGBANK,0.322
Scopolamine butylbromide,Glycocholic_acid,GRAS_IIG,0.322
Sibutramine,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.322
Sodium Iodide I-131,Carotene_(beta-carotene),GRAS_IIG,0.322
Sodium acetate,Losartan,APPROVED_DRUGBANK,0.322
Sodium fluoride,Carotene_(beta-carotene),GRAS_IIG,0.322
Sorafenib,Losartan,APPROVED_DRUGBANK,0.322
Sucralfate,Glycocholic_acid,GRAS_IIG,0.322
Technetium Tc 99m Oxidronate,Deoxycholic Acid,APPROVED_DRUGBANK,0.322
Technetium Tc 99m Oxidronate,Desoxycholic_acid,GRAS_IIG,0.322
Tedizolid Phosphate,Azilsartan medoxomil,APPROVED_DRUGBANK,0.322
Testosterone,Alitretinoin,APPROVED_DRUGBANK,0.322
Testosterone,Isotretinoin,APPROVED_DRUGBANK,0.322
Testosterone,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.322
Testosterone,Tretinoin,APPROVED_DRUGBANK,0.322
Thioridazine,Taurocholic_acid,GRAS_IIG,0.322
Trihexyphenidyl,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.322
Trimethaphan,Vitamin_A_acetate,GRAS_IIG,0.322
Ulipristal,Glycocholic_acid,GRAS_IIG,0.322
Verteporfin,Azilsartan medoxomil,APPROVED_DRUGBANK,0.322
Voacamine,Indomethacin,APPROVED_DRUGBANK,0.322
Xanthophyll,Taurocholic_acid,GRAS_IIG,0.322
Xenon-133,Carotene_(beta-carotene),GRAS_IIG,0.322
Zafirlukast,Vitamin_A_palmitate,GRAS_IIG,0.322
Zanamivir,Azilsartan medoxomil,APPROVED_DRUGBANK,0.322
Zanamivir,Glycocholic_acid,GRAS_IIG,0.322
Zinc,Carotene_(beta-carotene),GRAS_IIG,0.322
Ziprasidone,Glycocholic_acid,GRAS_IIG,0.322
Adapalene,Azilsartan medoxomil,APPROVED_DRUGBANK,0.32
Alendronic acid,Alitretinoin,APPROVED_DRUGBANK,0.32
Alendronic acid,Isotretinoin,APPROVED_DRUGBANK,0.32
Alendronic acid,Tretinoin,APPROVED_DRUGBANK,0.32
Aluminium,Carotene_(beta-carotene),GRAS_IIG,0.32
Aluminum hydroxide,Carotene_(beta-carotene),GRAS_IIG,0.32
Ammonia N-13,Carotene_(beta-carotene),GRAS_IIG,0.32
Ammonia N-13,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.32
Arbutamine,Azilsartan medoxomil,APPROVED_DRUGBANK,0.32
Atovaquone,Propyl_Paraben,GRAS_IIG,0.32
Atovaquone,Verteporfin,APPROVED_DRUGBANK,0.32
Avobenzone,Azilsartan medoxomil,APPROVED_DRUGBANK,0.32
Azlocillin,Azilsartan medoxomil,APPROVED_DRUGBANK,0.32
Bendamustine,Vitamin_A_acetate,GRAS_IIG,0.32
Bivalirudin,Candesartan,APPROVED_DRUGBANK,0.32
Bupranolol,Deoxycholic Acid,APPROVED_DRUGBANK,0.32
Bupranolol,Desoxycholic_acid,GRAS_IIG,0.32
Calcium Acetate,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.32
Candesartan,Glycocholic_acid,GRAS_IIG,0.32
Caspofungin,Glycocholic_acid,GRAS_IIG,0.32
Cefotiam,Glycocholic_acid,GRAS_IIG,0.32
Ceftizoxime,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.32
Cetrimonium,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.32
Cetrimonium,Vitamin A,APPROVED_DRUGBANK,0.32
Cetrimonium,Vitamin_A,GRAS_IIG,0.32
Choline C 11,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.32
Chromic chloride,Vitamin A,APPROVED_DRUGBANK,0.32
Chromic chloride,Vitamin_A,GRAS_IIG,0.32
Clemastine,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.32
Clobazam,Azilsartan medoxomil,APPROVED_DRUGBANK,0.32
Clomifene,Azilsartan medoxomil,APPROVED_DRUGBANK,0.32
Clozapine,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.32
Colestipol,Azilsartan medoxomil,APPROVED_DRUGBANK,0.32
Conivaptan,Azilsartan medoxomil,APPROVED_DRUGBANK,0.32
Cyproterone acetate,Vitamin_A_acetate,GRAS_IIG,0.32
Deferoxamine,Vitamin_A_acetate,GRAS_IIG,0.32
Desogestrel,Deoxycholic Acid,APPROVED_DRUGBANK,0.32
Desogestrel,Desoxycholic_acid,GRAS_IIG,0.32
Diatrizoate,Deoxycholic Acid,APPROVED_DRUGBANK,0.32
Diatrizoate,Desoxycholic_acid,GRAS_IIG,0.32
Diatrizoate,Taurocholic_acid,GRAS_IIG,0.32
Dienestrol,Vitamin A,APPROVED_DRUGBANK,0.32
Dienestrol,Vitamin_A,GRAS_IIG,0.32
Diphemanil Methylsulfate,Glycocholic_acid,GRAS_IIG,0.32
Disulfiram,Carotene_(beta-carotene),GRAS_IIG,0.32
Docosanol,Carotene_(beta-carotene),GRAS_IIG,0.32
Econazole,Mipomersen,APPROVED_DRUGBANK,0.32
Econazole,Rimexolone,APPROVED_DRUGBANK,0.32
Ertapenem,Azilsartan medoxomil,APPROVED_DRUGBANK,0.32
Etizolam,Azilsartan medoxomil,APPROVED_DRUGBANK,0.32
Etofenamate,Vitamin_A_palmitate,GRAS_IIG,0.32
Ferric pyrophosphate,Taurocholic_acid,GRAS_IIG,0.32
Framycetin,Glycocholic_acid,GRAS_IIG,0.32
Gallium nitrate,Carotene_(beta-carotene),GRAS_IIG,0.32
Hexoprenaline,Vitamin A,APPROVED_DRUGBANK,0.32
Hexoprenaline,Vitamin_A,GRAS_IIG,0.32
Ivermectin,Candesartan,APPROVED_DRUGBANK,0.32
Josamycin,Indomethacin,APPROVED_DRUGBANK,0.32
Levomethadyl Acetate,Taurocholic_acid,GRAS_IIG,0.32
Magnesium Sulfate,Carotene_(beta-carotene),GRAS_IIG,0.32
Medrysone,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.32
Mesna,Deoxycholic Acid,APPROVED_DRUGBANK,0.32
Mesna,Desoxycholic_acid,GRAS_IIG,0.32
Methadyl Acetate,Taurocholic_acid,GRAS_IIG,0.32
Methyltestosterone,Glycocholic_acid,GRAS_IIG,0.32
Mezlocillin,Azilsartan medoxomil,APPROVED_DRUGBANK,0.32
Nelfinavir,Amfecloral,APPROVED_DRUGBANK,0.32
Nelfinavir,Antazoline,APPROVED_DRUGBANK,0.32
Nelfinavir,CALCIUM_SALICYLATE,GRAS_IIG,0.32
Nelfinavir,Chlormerodrin,APPROVED_DRUGBANK,0.32
Nelfinavir,Cinacalcet,APPROVED_DRUGBANK,0.32
